target_id	[G9.1]	[G9.2]	[G9.3]	[G9.4]	[G9.5]	[G9.6]	[G9.7]	[G9.8]	[G9.9]	[G9.10]
P07858	134.145763	199.831325	126.973105	136.412727	102.962025	153.16044399999996	203.04902	162.448276	173.5625	149.22680400000004
P08001	163.884746	256.658635	153.91198	136.550629	135.025316	187.518668	240.558824	193.982759	213.265625	180.343643
O75116	483.515254	843.0401609999999	549.953545	548.465455	536.810127	690.471241	931.264706	739.681034	834.609375	671.334021
P20273	317.410169	509.538153	321.836186	322.555245	281.7974680000001	396.114026	529.7352940000002	429.5	447.171875	385.523024
P20272	214.620339	253.626506	182.210269	184.375524	132.506329	228.294652	314.892157	239.422414	228.6875	224.465979
P06493	124.355932	176.485944	119.166259	115.998322	99.9240506	149.115035	197.088235	147.215517	158.875	145.153265
P17948	520.518644	797.46988	511.308068	517.181678	451.582278	636.528759	862.431373	693.284483	722.578125	621.479725
Q9H2K2	441.040678	667.843373	414.530562	441.256503	364.556962	518.122099	731.156863	591.25	628.625	505.83161500000006
B0FL73	201.240678	259.730924	170.22249399999995	165.222937	127.683544	209.371342	286.843137	222.775862	232.515625	204.235052
Q9N1N9	243.833898	348.393574	239.657702	230.816783	195.316456	294.200807	382.892157	299.465517	308.75	287.91134
P12931	198.054237	320.421687	200.894866	202.370629	179.10126599999995	247.422805	326.852941	266.81034500000004	290.234375	241.246048
P27708	881.932203	1291.65462	805.853301	814.887692	655.797468	1006.67508	1379.47059	1111.53448	1161.01562	979.725086
P14324	176.179661	239.148594	169.070905	171.97188799999995	136.35443	208.954591	274.980392	201.232759	218.8125	204.074227
Q9Y2I1	575.0169490000002	878.449799	553.6356969999998	566.2173429999998	456.810127	692.550959	954.068627	762.327586	805.0	670.962887
P24063	444.277966	693.855422	426.669927	436.643497	358.037975	532.029263	724.843137	581.5	614.328125	518.525086
Q96RG2	490.230508	796.064257	460.136919	497.102378	382.063291	575.399596	808.539216	661.301724	707.34375	557.2151200000002
P55789	69.9457627	121.694779	79.6797066	76.95538459999999	74.24050629999998	93.8405651	123.72549	99.3706897	122.015625	90.9704467
P42336	451.674576	607.297189	439.031785	431.640839	356.443038	543.3390509999998	719.27451	527.060345	566.453125	529.384192
O15554	190.125424	224.128514	166.860636	159.818462	122.037975	207.832492	278.088235	196.172414	208.609375	204.341581
O09175	260.162712	369.080321	247.107579	247.273566	198.772152	304.446014	402.019608	312.784483	335.078125	296.206873
Q61586	338.057627	478.34136500000005	322.508557	319.6373430000001	261.088608	401.12209900000005	542.2450980000001	418.155172	431.109375	392.342268
P50613	144.677966	196.7751	135.288509	130.783077	110.392405	169.275479	226.088235	166.0	181.46875	164.702405
P08581	566.111864	800.2610440000002	527.154034	535.007413	432.72151900000006	656.3733599999998	898.460784	711.956897	713.53125	641.095533
P23141	229.627119	321.48996	211.07335	208.173287	170.974684	264.172553	353.362745	278.758621	291.171875	257.501031
P16257	77.8711864	89.61847390000001	67.15892420000002	62.220559400000006	44.3037975	80.617558	100.284314	73.92241379999999	73.84375	79.3587629
P35520	210.894915	331.7751	201.04401	203.259161	173.772152	252.27447	344.0294120000001	278.267241	302.390625	244.993814
Q96S37	248.454237	285.7389560000001	201.794621	200.883077	133.037975	252.021191	346.637255	258.275862	250.28125	247.99244
Q15904	197.925424	253.004016	176.706601	174.263357	132.620253	219.588295	301.352941	236.232759	226.328125	215.672165
Q01432	301.579661	442.590361	309.6699270000001	298.81972	270.79746800000004	380.963673	500.705882	386.008621	415.53125	370.314777
Q93009	419.576271	648.97992	444.511002	442.878462	390.177215	547.8002019999999	724.8823530000002	562.448276	618.21875	532.696907
P01137	157.966102	227.863454	153.679707	148.752028	129.063291	189.241171	251.401961	186.853448	206.171875	183.718213
Q15746	664.549153	1188.66265	689.090465	704.1243360000002	654.177215	860.0716449999999	1175.8039199999996	996.5	1093.79688	834.528522
P55786	373.227119	525.012048	352.149144	353.382098	287.873418	438.781029	591.27451	459.75	487.3125	427.49622
P48450	298.542373	416.096386	287.535452	290.318182	225.468354	348.514632	457.921569	347.275862	373.078125	340.165636
P24941	128.938983	167.076305	119.207824	113.051748	94.3037975	148.797175	195.588235	141.327586	154.671875	144.70859099999996
Q14376	137.555932	203.168675	127.330073	135.575105	106.075949	158.249243	213.784314	170.81034499999996	181.484375	154.90240500000004
P10415	97.6508475	134.389558	88.65281170000002	84.40489509999998	68.18987340000001	107.272452	142.872549	115.887931	120.25	104.652234
P48736	448.99322	631.558233	440.618582	430.673566	367.468354	547.5802219999998	728.4411759999998	546.344828	589.78125	533.9072160000002
P29376	322.0	532.361446	295.0978	306.34993	243.240506	363.482341	493.352941	403.060345	448.25	352.373196
Q9BEG3	184.410169	242.53012	176.24938899999995	176.402797	137.506329	217.321897	287.156863	212.534483	223.71875	211.984192
Q64133	220.59661	307.927711	206.110024	206.89972	169.113924	256.17558	335.098039	257.37069	277.75	249.558076
Q9Z0U4	398.972881	583.052209	382.105134	375.992448	313.683544	472.51665	628.009804	490.974138	517.71875	461.047423
P04035	365.179661	506.714859	324.606357	337.904755	257.810127	408.767911	570.9117650000002	461.939655	456.015625	400.221993
O14980	456.498305	588.088353	431.393643	426.43972	337.240506	540.961655	730.343137	554.0862070000002	546.96875	529.413058
O08537	207.437288	304.670683	198.9511	202.511888	171.025316	246.124117	339.37254900000005	267.62931000000003	280.15625	240.571821
Q96Q15	1420.54237	2115.89157	1384.67482	1404.21469	1174.08861	1738.03935	2400.19608	1908.97414	1937.70312	1700.22131
P05177	211.681356	296.51004	202.777506	187.316084	163.582278	250.440969	331.1176470000001	253.103448	265.84375	244.287285
P41594	482.779661	716.48996	438.185819	458.361399	366.860759	544.7396570000002	753.333333	621.6293099999998	630.28125	532.589691
P31389	214.145763	267.650602	195.733496	184.154266	146.89873400000005	239.38042400000003	317.186275	239.344828	240.46875	234.543643
P21728	199.250847	244.044177	168.06846000000004	169.035664	122.64557	209.588295	291.794118	231.318966	214.515625	205.925773
P35384	444.115254	625.277108	410.99022	417.348392	321.291139	508.795156	691.5196080000002	552.672414	550.671875	497.242612
P02769	234.555932	338.409639	236.437653	255.44979	208.860759	294.393542	397.470588	290.913793	345.796875	285.464605
P16232	122.074576	160.13253	107.743276	111.218741	84.4177215	135.986882	187.264706	147.22413799999995	146.90625	133.693471
P80404	203.047458	287.987952	193.938875	189.695804	159.721519	239.029263	321.039216	249.543103	266.453125	233.333333
P25105	168.813559	175.542169	141.036675	136.108252	93.7594937	175.102926	232.156863	165.344828	153.875	172.42268
P16083	92.9389831	130.46586299999998	88.3765281	89.50881120000003	70.81012659999998	109.16448	144.019608	112.87931	118.375	106.835052
Q07973	204.576271	296.329317	205.178484	197.092308	176.531646	254.720484	335.421569	251.646552	276.359375	248.340206
P35869	310.220339	504.88755	325.117359	321.4434970000001	293.3037970000001	401.392533	543.45098	446.905172	447.765625	391.77457
P47713	295.450847	434.975904	292.06357	286.795944	247.13924100000003	362.877901	484.666667	387.396552	405.4375	353.02543
P36888	398.677966	571.13253	385.97555	399.485035	314.329114	476.394551	640.490196	506.241379	516.09375	465.765636
Q08209	205.264407	303.1726910000001	198.596577	202.26979	168.075949	246.488396	335.519608	267.215517	280.53125	239.939519
Q96RI1	185.569492	282.337349	192.518337	194.526713	168.620253	237.859738	314.22549	245.30172400000004	265.5	232.045361
O94768	145.545763	224.477912	143.288509	147.782378	120.582278	179.205853	247.931373	199.086207	201.21875	174.214433
P10276	170.918644	284.931727	167.875306	169.167273	152.911392	208.588295	283.098039	230.137931	250.0	201.779381
P16056	557.298305	799.618474	517.090465	531.493427	425.72151900000006	645.2441980000001	886.5588240000002	700.818966	708.265625	629.557388
Q60855	242.291525	400.441767	254.298289	253.054406	230.594937	313.947528	418.901961	343.198276	362.9375	305.345704
P07384	280.949153	421.795181	282.997555	279.528252	232.670886	347.784057	458.813725	355.525862	387.953125	339.509278
P79400	140.633898	157.172691	114.652812	114.098322	76.22784809999997	142.200807	194.823529	143.844828	133.015625	139.525773
Q9ULK4	600.718644	743.7148589999998	550.03912	534.2601400000002	415.670886	683.171544	914.27451	669.6293099999998	676.34375	667.202749
Q05769	247.033898	348.883534	239.814181	235.501119	197.594937	296.0252270000001	387.235294	296.517241	310.5625	288.523711
Q05921	282.5627120000001	438.879518	283.210269	283.64979	247.696203	352.416751	477.196078	369.775862	414.109375	342.214433
Q9Y2U5	224.481356	386.97992	234.762836	226.622937	218.772152	289.547931	390.411765	322.431034	347.140625	281.064605
P08254	189.955932	280.582329	185.300733	179.743217	155.443038	228.189707	299.323529	232.568966	257.671875	220.995876
O08562	849.4542369999998	1125.46988	785.2322740000002	780.001399	615.088608	979.837538	1313.81373	1013.23276	1028.32812	958.669416
P03956	183.877966	273.73494	188.161369	180.084615	160.481013	228.473259	292.598039	230.215517	249.546875	222.850172
P22460	239.884746	376.084337	224.579462	218.033846	183.392405	278.11099900000005	371.87254900000005	298.431034	326.03125	269.00962200000004
Q86Z02	440.505085	720.610442	423.889976	431.1907690000001	387.873418	529.5872860000002	746.313725	650.741379	612.6875	519.087285
Q969S8	266.922034	370.742972	232.606357	240.083497	177.64557	290.503532	410.0	322.146552	337.171875	282.44811
P38398	599.338983	1172.83133	673.545232	697.871608	671.544304	844.492432	1186.88235	1040.56034	1084.4375	819.867354
Q9NSI6	791.969492	1461.30522	880.9902199999998	857.9086710000001	859.962025	1081.47124	1475.21569	1251.32759	1360.57812	1052.8055
P41144	181.416949	208.971888	149.608802	147.023776	103.987342	186.298688	253.30392200000003	191.232759	179.578125	182.627491
O15530	211.915254	333.899598	216.290954	212.040559	191.696203	267.102926	352.215686	276.189655	303.171875	259.599313
P27338	214.857627	301.389558	202.503667	201.171329	164.481013	250.990918	328.019608	251.241379	274.28125	244.171821
P28340	435.047458	663.4538150000002	419.195599	414.883636	352.911392	519.568113	696.176471	534.655172	601.078125	503.932646
Q8CA95	323.440678	452.433735	305.515892	314.382238	249.202532	379.849647	515.4803919999998	402.215517	414.984375	370.914777
P97612	233.274576	333.35743	212.43031800000003	215.906434	172.063291	265.893037	360.931373	274.663793	293.421875	259.479038
P08183	530.152542	739.385542	477.674817	482.168112	387.721519	602.561049	825.8823530000002	669.077586	664.703125	592.947079
P31652	296.335593	343.321285	243.026895	251.515385	160.531646	302.601413	404.441176	305.931034	282.90625	297.1621990000001
Q9NWT6	135.99661	208.281124	139.860636	136.075944	119.506329	171.217962	220.745098	174.887931	184.90625	166.566323
P35400	380.115254	533.666667	347.5672370000001	355.317063	284.949367	432.848638	586.9215690000002	465.310345	471.34375	423.12921
O14939	376.386441	542.168675	366.354523	353.546154	297.607595	449.436932	595.7352940000002	452.87069	491.765625	437.621993
P47872	201.945763	233.871486	177.640587	173.950629	121.202532	218.788093	292.852941	208.137931	208.21875	214.558076
Q69ZF3	360.1355930000001	531.7148589999998	350.5745720000001	363.38069900000005	282.721519	425.958628	563.568627	441.155172	468.484375	416.575258
O62664	253.189831	345.188755	242.354523	230.829231	189.848101	296.046418	378.254902	276.05172400000004	303.96875	287.446735
P22607	305.427119	478.01204800000005	287.122249	296.244615	244.949367	356.954591	491.519608	401.758621	433.78125	346.51134
Q8NHM5	485.589831	823.0682730000002	523.591687	499.141818	489.607595	642.978809	845.107843	660.681034	776.046875	621.985567
Q96K76	493.847458	834.497992	529.545232	551.351049	480.873418	658.589304	896.705882	726.448276	785.578125	640.702405
P22734	113.498305	147.453815	101.305623	106.627413	79.4303797	127.678103	173.529412	126.068966	132.34375	124.758076
O15146	362.247458	494.236948	329.691932	334.153427	267.78481	410.273461	560.029412	441.25	450.03125	399.45567
P13631	167.562712	276.62249	167.997555	167.741538	152.151899	208.08779	278.647059	223.810345	252.734375	201.4
P41233	942.298305	1300.1245	869.8068460000002	869.226993	691.506329	1086.30676	1467.8039199999996	1133.19828	1155.8125	1061.92715
P00766	92.7423729	141.963855	80.72616140000002	90.5247552	68.9367089	101.396569	146.078431	127.77586200000002	120.359375	100.175945
P14410	736.19661	1070.16466	722.963325	718.227832	591.822785	884.2976789999999	1166.8333300000004	942.741379	926.296875	864.29622
O95382	495.261017	765.8835339999998	479.185819	470.286154	403.658228	592.396569	801.676471	626.922414	682.59375	574.96701
P08514	408.6	610.959839	375.376528	383.646853	300.974684	466.941473	641.2450980000001	506.206897	529.890625	454.089347
P47746	214.654237	253.682731	182.0978	184.416084	132.518987	228.130172	314.970588	239.45689700000003	228.6875	224.314777
Q9TSZ3	454.8	696.8192769999998	421.718826	409.664336	350.316456	520.3733599999998	710.656863	576.198276	608.546875	504.705155
O14641	249.457627	476.899598	251.266504	243.712448	234.721519	307.062563	421.607843	385.474138	406.125	295.8804120000001
P51812	293.19661	431.305221	286.831296	281.653566	243.379747	356.969728	475.578431	372.344828	401.140625	347.775258
P09848	766.142373	1117.78313	750.01467	737.325315	612.025316	913.870838	1213.53922	973.431034	991.671875	893.3305839999998
Q8TEK3	595.142373	1080.11647	591.171149	567.658042	578.7468349999998	738.394551	1032.1666699999996	899.8965519999998	956.109375	715.573883
Q99720	96.6338983	118.52208799999998	87.48166259999998	85.3117483	58.0632911	106.567104	137.901961	103.189655	104.515625	104.775258
Q13554	251.071186	400.417671	239.369193	238.216503	212.708861	297.6569120000001	407.852941	339.353448	359.546875	288.217869
Q9HC29	423.054237	566.3534139999998	390.449878	398.991049	300.3037970000001	486.088799	670.490196	492.034483	532.09375	474.725086
Q59H18	332.545763	482.919679	310.515892	327.950629	257.316456	386.246216	538.0588240000002	426.10344800000007	437.703125	377.265979
P48147	289.464407	415.702811	276.444988	292.028112	227.050633	341.241171	451.715686	344.663793	372.328125	332.626804
Q13315	1238.49153	1745.39357	1213.47188	1233.5621	1013.3038	1518.78607	2060.392160000001	1550.63793	1635.3125	1483.81512
P25100	233.786441	328.269076	197.447433	200.499441	152.32911399999998	243.13219	334.343137	271.887931	290.34375	238.059107
P15907	163.766102	237.53012	162.716381	159.704196	142.253165	200.507568	261.705882	199.431034	213.078125	196.079038
P23977	291.464407	327.285141	238.69682200000003	241.007133	155.59493700000004	296.289606	396.156863	293.517241	278.6875	291.285223
P11362	318.064407	485.714859	308.305623	312.446993	267.113924	382.293643	521.568627	418.5	444.625	371.107904
P11802	123.640678	177.10843400000005	114.826406	109.922797	92.3037975	141.738648	188.441176	145.396552	160.734375	137.260481
P15145	386.620339	543.425703	370.567237	371.581538	302.759494	460.734612	628.205882	511.172414	484.109375	451.756014
O70370	132.742373	198.076305	130.342298	139.97440600000002	112.443038	158.744702	210.764706	168.827586	181.3125	155.5189
Q13163	183.088136	265.44979900000004	170.163814	170.075245	138.949367	212.405651	286.460784	227.20689700000003	232.34375	207.066667
P25101	198.386441	223.477912	171.816626	173.37538500000005	122.126582	212.440969	287.431373	210.387931	200.265625	209.087285
O95822	195.623729	287.329317	187.97555	180.50965	154.443038	233.052472	309.333333	236.715517	259.171875	227.30378
Q9H9B1	441.423729	786.6305219999998	452.863081	486.099021	431.658228	560.79112	795.833333	686.637931	745.296875	544.59244
O43184	346.871186	536.313253	330.105134	339.623916	291.455696	404.913219	553.892157	438.784483	487.09375	393.433677
P04406	132.969492	194.248996	117.383863	122.706853	100.582278	147.435923	205.911765	177.258621	175.765625	144.876976
P04629	318.884746	450.947791	293.364303	293.952308	227.810127	362.237134	494.078431	383.672414	405.890625	353.17732
Q92830	325.871186	499.481928	321.584352	305.268951	286.696203	398.473259	522.098039	409.965517	455.53125	386.352577
P21918	212.837288	258.124498	180.804401	182.26014	126.670886	222.71443	305.882353	242.431034	225.953125	218.2
Q63470	269.59322000000003	454.200803	285.731051	279.146853	266.886076	348.021191	472.313725	406.060345	410.046875	341.266667
P22687	201.938983	283.6425700000001	181.498778	187.381678	143.962025	229.182644	322.0490200000001	257.086207	252.265625	224.896907
P05164	296.620339	437.61847400000005	287.919315	271.44979	242.531646	353.416751	474.460784	372.732759	391.859375	344.561512
P07711	123.627119	192.911647	126.166259	132.773287	108.898734	153.075681	201.519608	169.68965500000004	179.046875	150.160825
O94925	259.40678	387.361446	244.667482	247.934825	208.405063	302.672048	410.931373	329.181034	356.015625	295.380069
Q9HCR9	367.338983	535.8393570000002	354.220049	358.635385	296.962025	440.420787	607.392157	482.232759	503.203125	430.558076
P07477	96.6881356	147.843373	85.54767729999998	96.3502098	73.7974684	107.053481	151.705882	127.663793	126.0	104.851546
P17439	213.572881	291.6746990000001	197.596577	192.813287	155.291139	242.73663	323.284314	252.715517	255.921875	237.435052
Q6ZN16	501.684746	786.385542	495.330073	507.922517	424.367089	616.1342080000002	840.7450980000001	673.767241	719.015625	599.3278349999998
P29371	213.467797	249.212851	182.484108	178.247552	132.886076	224.361251	299.098039	233.482759	214.96875	221.37732000000003
Q9UKP6	168.233898	216.967871	143.49877800000004	134.99021000000002	109.417722	176.783047	237.137255	177.612069	185.9375	172.84948500000004
Q9UBC3	305.213559	528.389558	321.188264	320.605734	297.949367	391.309788	523.068627	429.57758600000005	484.109375	381.024742
P41180	442.444068	621.004016	409.963325	419.038322	318.7468350000001	508.485368	691.196078	548.431034	546.3125	497.263918
P22303	247.837288	354.236948	229.542787	222.452727	177.734177	279.894046	369.313725	287.646552	310.859375	272.059794
P47989	518.857627	777.297189	487.031785	501.003077	414.417722	607.35217	824.127451	666.172414	709.078125	592.307904
P33527	665.138983	856.0080320000002	590.261614	593.219301	446.35443	740.100908	1007.43137	771.155172	763.359375	725.854296
Q99873	156.149153	206.574297	145.92665	155.199161	117.291139	181.151362	244.27451	189.517241	197.421875	176.901718
Q9Y210	385.284746	527.449799	368.347188	367.918601	300.34177200000005	458.465187	616.8823530000002	475.89655199999993	492.109375	448.72646
Q460N3	260.264407	400.61847400000005	247.603912	248.404895	219.620253	307.7517660000001	423.480392	358.922414	358.921875	301.626117
P43116	157.352542	197.196787	136.591687	136.125175	99.0379747	168.30373400000005	231.411765	174.034483	172.453125	165.597251
P11348	91.8983051	136.449799	81.8728606	86.84	68.53164559999999	102.38446	144.03921599999995	124.27586200000002	124.484375	100.935395
P30530	340.698305	530.787149	326.442543	329.371329	272.632911	403.080727	543.45098	436.698276	467.859375	390.357388
P51649	212.044068	306.7389560000001	186.569682	195.898601	153.78481000000005	232.622603	321.813725	266.577586	280.5	227.93677
Q9Z1T6	764.718644	1269.73092	797.114914	796.91972	723.329114	986.032291	1345.06863	1095.47414	1161.90625	960.226804
Q9H237	220.918644	227.963855	186.865526	183.045594	118.873418	229.368315	301.392157	204.155172	206.796875	226.135395
P00489	346.515254	487.329317	340.031785	329.722238	282.911392	419.423814	554.166667	426.939655	457.3125	409.109966
Q62986	207.186441	306.060241	199.320293	201.65021	172.455696	246.530777	341.392157	270.077586	280.625	240.9189
P11473	162.125424	254.008032	162.696822	165.416923	141.78481000000005	200.685166	278.343137	221.681034	239.484375	195.087973
Q8IVH8	347.349153	530.481928	347.031785	335.097622	302.367089	428.517659	571.460784	447.974138	483.15625	415.828866
P15207	317.088136	557.554217	319.4009779999999	331.274266	294.987342	392.756811	534.7647059999998	453.275862	484.921875	382.120275
P36897	209.688136	282.915663	189.242054	194.465315	150.721519	234.877901	323.77451	254.189655	263.265625	229.356014
B5THE3	739.111864	1058.38554	726.95599	715.938601	595.0	890.1059539999999	1157.52941	917.344828	927.1875	868.302405
P28223	204.620339	258.301205	179.271394	186.567972	137.518987	225.83854700000003	316.558824	246.75	229.046875	222.474227
P16066	427.362712	614.080321	405.442543	402.467413	324.683544	502.102926	674.27451	514.637931	558.296875	489.076976
P08104	840.155932	1096.80321	766.977995	768.477622	591.227848	958.94551	1290.27451	995.206897	999.0625	939.485223
P47936	163.162712	181.409639	131.354523	137.068392	87.0632911	164.762866	226.166667	163.172414	160.140625	161.804124
Q63633	469.19661	653.60241	426.386308	428.630629	333.088608	529.553986	718.529412	573.612069	582.5625	517.654296
Q9R0C9	98.6033898	119.783133	88.54767729999998	86.06209790000003	57.7721519	107.900101	138.803922	103.172414	103.375	105.866667
Q01812	393.335593	547.618474	365.528117	366.371469	286.696203	453.108981	616.186275	484.706897	488.703125	443.336082
P08253	255.39661	389.341365	249.611247	260.840559	211.594937	303.963673	395.519608	311.672414	351.453125	295.57457
P22001	230.61694900000003	345.248996	215.139364	211.818881	170.544304	264.956609	356.166667	289.982759	299.296875	257.57457
P49721	84.8338983	113.62248999999998	78.5696822	81.5955245	64.8987342	97.9071645	133.078431	100.905172	105.171875	95.7601375
P30560	183.552542	234.080321	165.359413	157.827972	124.151899	201.46115	269.921569	213.422414	205.65625	198.390378
Q60714	268.19322	371.995984	241.185819	246.036783	189.303797	297.181635	400.784314	307.431034	331.84375	290.8501720000001
Q9BXF3	492.081356	951.273092	542.352078	506.576084	525.506329	657.948537	862.5	741.637931	839.484375	632.836426
O14976	477.264407	798.1606429999998	468.924205	469.01244800000006	418.772152	579.694248	794.9215690000002	669.0	714.3125	561.265979
Q8NBP7	260.00678	400.148594	239.684597	253.300559	197.405063	296.160444	416.990196	343.163793	365.375	288.4811
Q86VL8	275.464407	318.373494	219.838631	228.41972	146.0	276.829465	383.598039	287.284483	273.15625	272.934708
Q14191	543.735593	853.385542	549.93643	563.001399	489.974684	689.081736	944.009804	749.525862	801.34375	671.263918
P0DP23	49.2440678	89.9598394	54.1515892	60.3331469	48.443038	68.2330979	95.8039216	85.50862070000002	90.109375	66.2274914
O15379	174.928814	247.044177	166.508557	179.401958	132.518987	203.696266	273.078431	211.525862	221.203125	198.221306
P35372	183.325424	216.875502	154.574572	155.775385	111.78481	191.686176	263.352941	205.163793	186.390625	188.06323
Q07912	381.264407	639.9076309999998	384.251834	352.061538	345.43038	470.636731	621.607843	499.741379	567.671875	452.156014
P50406	192.962712	239.48996	157.173594	152.235804	113.265823	196.25328	273.441176	205.689655	206.734375	191.181443
P39086	383.00678	528.666667	357.958435	360.370909	288.64557	445.685166	597.676471	466.637931	470.9375	436.128522
P43115	170.65423700000005	206.365462	149.733496	146.667133	108.772152	183.944501	247.196078	186.715517	184.4375	181.687285
P53350	242.637288	357.289157	235.195599	228.138322	202.974684	291.800202	389.5	295.939655	330.125	283.345017
P38650	1837.75932	2700.81124	1840.33985	1795.44462	1563.4557	2297.05146	3079.26471	2387.0431	2535.67188	2241.96976
P15538	213.610169	274.594378	203.540342	184.805175	157.227848	250.141271	329.352941	242.077586	254.890625	244.534708
Q15466	107.264407	145.341365	94.9168704	93.7937063	72.74683540000002	118.283552	162.421569	116.5	128.171875	114.700344
Q9H1D0	332.152542	426.120482	306.259169	294.950769	230.848101	378.074672	501.27451	370.301724	385.921875	369.451546
Q8IWU9	187.335593	288.176707	192.212714	195.498881	167.531646	237.371342	313.156863	243.008621	270.484375	231.17457
Q14289	398.952542	598.5381530000002	401.146699	393.884615	347.126582	500.192735	664.127451	504.232759	555.96875	484.9271480000001
P00371	144.786441	204.072289	136.481663	131.998881	106.417722	167.800202	217.578431	166.137931	174.609375	163.313402
P03372	230.227119	342.064257	222.814181	223.892308	191.506329	274.62865800000003	372.715686	296.206897	314.90625	268.164261
P09172	251.738983	356.293173	235.0489	235.984755	188.291139	290.161453	387.715686	302.034483	313.546875	282.181443
P23219	254.864407	340.1847390000001	242.112469	232.154545	186.025316	296.390515	379.656863	275.353448	300.0	288.238488
P31390	206.132203	276.831325	195.887531	185.094266	156.822785	240.603431	317.5294120000001	241.887931	247.796875	235.80274900000003
Q00961	496.4	717.3775099999998	454.156479	436.302797	366.025316	556.863774	750.294118	601.948276	627.90625	542.46323
O14746	461.328814	652.506024	442.784841	398.196224	367.632911	539.085772	704.656863	520.6206900000002	593.984375	525.558763
Q05193	319.820339	534.578313	329.464548	313.278322	302.670886	410.297679	551.9215690000002	453.267241	489.3125	398.024742
O95470	237.871186	322.473896	218.268949	216.571189	180.759494	271.09384500000004	359.5098040000001	282.077586	293.296875	265.833677
P08908	183.315254	236.726908	155.779951	158.275385	120.582278	194.900101	268.22549	207.327586	209.1875	190.719588
P04278	155.545763	237.381526	145.809291	138.455385	118.227848	181.745711	249.931373	191.336207	207.796875	175.960137
P00742	173.667797	294.333333	181.750611	195.93986	164.936709	223.68113	300.931373	242.543103	275.765625	217.580756
P08482	189.752542	262.86747	176.75305600000004	172.395105	144.518987	218.029263	287.421569	219.982759	234.046875	213.171134
Q9UK17	264.874576	378.610442	249.90709	245.641958	205.683544	308.605449	417.607843	339.422414	337.78125	301.6
O95718	173.02033899999995	252.859438	161.58924199999996	170.314825	138.151899	201.992936	276.411765	209.474138	234.9375	196.681787
P08913	189.027119	269.81124500000004	165.823961	157.080839	131.911392	203.847629	269.323529	214.275862	229.0	198.435739
O60674	456.4	663.1606429999998	454.667482	452.333287	386.265823	561.9919269999998	744.784314	573.931034	608.78125	547.916151
P40189	344.840678	549.481928	348.462103	353.054545	307.860759	431.924319	581.970588	482.85344800000007	488.265625	420.94020599999993
O95180	935.010169	1384.82731	870.6943769999998	843.065874	705.025316	1068.53784	1445.14706	1155.2931	1239.29688	1037.2323
P17252	265.355932	391.53012	264.811736	264.296503	228.164557	325.530777	427.058824	326.818966	371.03125	316.586942
P25103	192.677966	211.0	162.50366699999995	163.621958	112.291139	200.760848	268.764706	205.543103	185.640625	197.49622
Q12931	274.254237	410.987952	275.207824	267.14993	238.151899	343.0222	462.137255	362.577586	389.828125	335.030241
P14174	47.07796610000001	66.0883534	41.1051345	42.6267133	33.6455696	50.9788093	71.50980390000002	59.6810345	55.9375	50.0646048
P28329	285.298305	441.506024	276.43765299999995	273.875385	242.455696	341.418769	462.23529400000007	367.603448	403.25	332.2
P26358	566.511864	1007.19277	618.02934	610.2911889999998	598.582278	760.903128	1009.70588	820.3965519999998	955.359375	736.475601
P80276	129.915254	182.646586	123.474328	124.352308	103.772152	154.532795	205.352941	154.137931	169.28125	149.70996599999995
P14780	267.58644100000004	423.445783	263.212714	264.652308	221.075949	318.342079	417.862745	331.956897	373.25	308.815808
P22748	121.630508	177.248996	119.508557	116.730909	102.455696	148.501514	198.127451	153.793103	165.671875	144.815808
P05622	434.27118600000006	657.0682730000002	411.938875	422.900559	339.78481	513.851665	702.166667	563.862069	573.734375	499.103093
P19785	234.142373	338.6305220000001	226.298289	223.467273	194.126582	278.27749700000004	379.931373	306.12069	315.953125	271.915464
Q9NR82	351.555932	562.1847389999998	339.909535	336.780839	301.544304	422.707366	579.127451	475.10344800000007	501.484375	414.210997
P07900	261.450847	451.718876	286.914425	298.354266	271.860759	362.844601	488.37254900000005	394.241379	442.21875	351.517526
P08575	476.894915	780.048193	493.87286100000006	502.143357	454.835443	613.071645	836.156863	702.543103	714.28125	596.859107
P50052	179.227119	188.779116	147.07335	145.38209799999996	98.1898734	182.394551	242.61764700000003	173.353448	161.75	179.829553
P29122	360.962712	570.971888	350.254279	376.434545	308.911392	424.667003	579.676471	471.586207	520.921875	413.464605
P28839	12.0237288	22.9277108	13.2127139	13.7924476	13.151898699999998	16.5610494	21.6764706	17.75	21.40625	16.141580800000003
P30994	213.230508	260.35743	185.599022	182.484476	139.734177	233.255298	319.470588	247.931034	230.90625	229.687285
P28482	153.644068	206.176707	144.442543	144.693706	118.974684	179.634712	241.588235	179.741379	190.0	174.687285
P01106	142.481356	280.931727	158.488998	160.67230800000004	158.759494	196.365288	275.656863	240.137931	255.0	190.026804
Q13946	191.969492	274.803213	192.762836	185.406713	156.658228	235.572149	319.37254900000005	246.568966	251.734375	230.70171800000003
P02791	66.5627119	98.6746988	67.99511	70.8422378	57.2278481	84.8113017	116.117647	87.33620690000002	96.171875	83.0164948
Q15109	144.71864399999995	257.678715	136.992665	134.60671299999998	120.962025	171.437941	231.176471	198.12931	217.6875	165.090034
P10826	171.416949	274.550201	168.633252	168.778881	151.696203	210.032291	285.019608	228.034483	247.171875	203.095533
P50750	150.93220300000004	215.028112	149.42298300000004	145.475105	129.126582	185.75782	246.088235	184.008621	201.5	181.249485
